LastPurchaseDate,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
2011-11-30 10:13:00,5,2639.17,9,5,4,5,545,Champions,0
2011-05-18 12:37:00,2,1563.0,205,1,2,4,124,Regular,1
2011-09-15 12:04:00,3,881.26,85,2,3,3,233,Loyal Customers,0
2011-06-13 15:44:00,1,189.47,178,2,1,1,211,At Risk,1
2011-10-10 15:39:00,3,84.65,59,3,3,1,331,Loyal Customers,0
2011-07-13 15:42:00,1,299.05,148,2,1,2,212,At Risk,1
2011-12-07 12:11:00,21,6309.83,2,5,5,5,555,Champions,3
2011-10-20 09:32:00,2,218.55,50,3,2,1,321,At Risk,0
2011-09-25 15:25:00,1,349.7,74,2,1,2,212,At Risk,0
2011-02-11 13:53:00,2,186.39000000000001,300,1,2,1,121,Regular,1
2011-11-21 12:11:00,2,387.44,18,4,2,2,422,At Risk,0
2011-07-11 12:57:00,2,486.82000000000005,150,2,2,2,222,At Risk,1
2011-07-11 10:14:00,1,232.6,151,2,1,1,211,At Risk,1
2011-12-08 13:47:00,4,3719.12,0,5,4,5,545,Champions,0
2011-11-22 11:13:00,4,827.83,17,4,4,3,443,Loyal Customers,0
2011-06-05 14:06:00,1,59.5,186,1,1,1,111,Regular,1
2011-02-27 10:13:00,1,65.13,285,1,1,1,111,Regular,1
2011-12-07 11:41:00,7,3119.44,2,5,5,5,555,Champions,0
2011-06-10 09:10:00,1,72.0,182,1,1,1,111,Regular,1
2011-10-07 13:21:00,1,910.0,62,3,1,3,313,At Risk,0
2011-10-11 15:03:00,1,172.25,58,3,1,1,311,At Risk,0
2011-11-15 11:17:00,3,1488.32,24,4,3,4,434,Loyal Customers,0
2011-12-06 09:32:00,50,65039.62,3,5,5,5,555,Champions,3
2011-11-08 14:26:00,15,2504.13,30,4,5,5,455,Loyal Customers,0
2011-11-01 09:14:00,1,151.29999999999998,38,3,1,1,311,At Risk,0
2011-07-07 16:51:00,1,308.58000000000004,154,2,1,2,212,At Risk,1
2011-11-13 13:00:00,10,2248.63,25,4,5,5,455,Loyal Customers,0
2011-01-25 13:10:00,1,99.5,317,1,1,1,111,Regular,1
2011-12-04 15:13:00,9,2308.06,4,5,5,5,555,Champions,0
2011-12-02 12:32:00,3,711.86,7,5,3,3,533,Regular,0
2011-02-10 09:21:00,1,330.79,302,1,1,2,112,Regular,1
2011-03-17 18:03:00,2,806.41,266,1,2,3,123,Regular,1
2011-03-13 13:46:00,1,285.33,270,1,1,2,112,Regular,1
2011-12-06 10:28:00,13,6307.650000000001,3,5,5,5,555,Champions,0
2011-11-08 08:16:00,1,180.48,31,4,1,1,411,At Risk,0
2011-05-05 10:31:00,2,252.06,218,1,2,2,122,Regular,1
2011-04-07 12:33:00,1,228.84,246,1,1,1,111,Regular,1
2011-03-03 19:21:00,5,1077.39,280,1,4,4,144,Loyal Customers,1
2011-03-15 13:49:00,1,138.28,268,1,1,1,111,Regular,1
2011-11-07 14:13:00,6,1445.01,31,4,5,4,454,Loyal Customers,0
2011-04-07 13:24:00,2,306.55,245,1,2,2,122,Regular,1
2011-11-24 15:26:00,5,1041.68,14,4,4,4,444,Loyal Customers,0
2011-08-15 12:46:00,4,799.9,116,2,4,3,243,Loyal Customers,0
2011-11-03 14:05:00,1,524.14,35,3,1,3,313,At Risk,0
2011-07-31 12:44:00,3,2375.41,131,2,3,5,235,Loyal Customers,0
2011-05-06 17:04:00,1,199.85000000000002,216,1,1,1,111,Regular,1
2011-10-21 10:03:00,8,1980.56,49,3,5,4,354,Loyal Customers,0
2011-11-01 10:49:00,2,1079.6599999999999,38,3,2,4,324,At Risk,0
2011-11-11 09:46:00,2,333.48,28,4,2,2,422,At Risk,0
2011-11-03 10:49:00,6,1016.14,36,3,5,4,354,Loyal Customers,0
2011-07-27 08:35:00,2,752.6,135,2,2,3,223,At Risk,0
2011-05-04 14:33:00,2,610.59,218,1,2,3,123,Regular,1
2011-11-11 15:49:00,1,491.86,27,4,1,3,413,At Risk,0
2011-11-15 11:14:00,4,2883.54,24,4,4,5,445,Loyal Customers,0
2011-12-04 15:19:00,2,729.8,4,5,2,3,523,At Risk,0
2011-05-23 16:32:00,1,339.59999999999997,199,1,1,2,112,Regular,1
2011-11-21 13:35:00,1,216.9,17,4,1,1,411,At Risk,0
2011-04-13 10:32:00,1,350.75,240,1,1,2,112,Regular,1
2011-09-29 09:19:00,3,668.4300000000001,71,3,3,3,333,Loyal Customers,0
2011-11-23 11:07:00,12,3107.87,16,4,5,5,455,Loyal Customers,0
2011-12-07 10:09:00,7,1341.6,2,5,5,4,554,Champions,0
2011-09-05 15:19:00,2,1080.52,94,2,2,4,224,At Risk,0
2011-06-30 16:43:00,1,300.04,161,2,1,2,212,At Risk,1
2010-12-01 10:37:00,1,79.6,373,1,1,1,111,Regular,1
2011-09-05 09:45:00,5,948.25,95,2,4,4,244,Loyal Customers,0
2011-10-17 12:16:00,5,1647.26,53,3,4,4,344,Loyal Customers,0
2011-02-24 15:56:00,1,296.25,287,1,1,2,112,Regular,1
2011-08-07 14:16:00,6,1175.38,123,2,5,4,254,Loyal Customers,0
2011-02-25 12:48:00,1,741.26,287,1,1,3,113,Regular,1
2011-07-11 11:51:00,2,282.59999999999997,151,2,2,2,222,At Risk,1
2011-12-06 12:26:00,9,2108.06,3,5,5,5,555,Champions,0
2011-12-07 16:44:00,14,5189.52,1,5,5,5,555,Champions,3
2011-11-28 11:11:00,7,3190.55,11,5,5,5,555,Champions,0
2011-11-06 14:47:00,2,659.4100000000001,32,4,2,3,423,At Risk,0
2011-10-16 16:13:00,2,286.79,53,3,2,2,322,At Risk,0
2011-10-20 14:01:00,2,1070.65,49,3,2,4,324,At Risk,0
2011-05-05 09:15:00,1,306.72,218,1,1,2,112,Regular,1
2011-10-07 15:13:00,1,1714.96,62,3,1,4,314,At Risk,0
2011-09-30 12:03:00,3,1519.42,70,3,3,4,334,Loyal Customers,0
2011-12-07 15:00:00,37,17220.36,1,5,5,5,555,Champions,3
2011-12-07 15:08:00,10,2796.51,1,5,5,5,555,Champions,0
2011-10-06 14:18:00,4,2634.45,63,3,4,5,345,Loyal Customers,0
2011-11-06 11:43:00,3,1122.63,33,3,3,4,334,Loyal Customers,0
2011-09-19 12:06:00,1,345.0,81,2,1,2,212,At Risk,0
2011-12-09 12:25:00,33,25977.16,0,5,5,5,555,Champions,3
2011-08-28 15:25:00,1,178.7,102,2,1,1,211,At Risk,0
2011-12-02 13:49:00,2,360.01,6,5,2,2,522,At Risk,0
2011-04-03 12:08:00,1,127.84,250,1,1,1,111,Regular,1
2011-11-27 11:54:00,6,908.86,12,5,5,3,553,Regular,0
2011-11-30 09:33:00,11,2462.79,9,5,5,5,555,Champions,0
2010-12-07 13:53:00,1,230.39999999999998,366,1,1,1,111,Regular,1
2011-09-25 12:06:00,2,309.04,75,2,2,2,222,At Risk,0
2011-12-05 15:48:00,1,348.8,3,5,1,2,512,At Risk,0
2011-08-04 11:44:00,2,1516.0,127,2,2,4,224,At Risk,0
2011-10-04 14:31:00,2,195.55,65,3,2,1,321,At Risk,0
2011-12-08 15:51:00,57,37153.85,0,5,5,5,555,Champions,3
2011-08-15 12:07:00,2,688.86,116,2,2,3,223,At Risk,0
2011-02-03 12:27:00,1,558.32,309,1,1,3,113,Regular,1
2011-10-04 10:15:00,1,324.8,66,3,1,2,312,At Risk,0
2011-07-24 10:54:00,3,4599.42,138,2,3,5,235,Loyal Customers,0
2011-03-29 12:57:00,1,277.07,254,1,1,2,112,Regular,1
2011-11-09 12:32:00,7,2588.39,30,4,5,5,455,Loyal Customers,0
2011-10-18 14:50:00,2,924.6,51,3,2,3,323,At Risk,0
2011-10-07 11:43:00,1,256.38,63,3,1,2,312,At Risk,0
2010-12-07 15:48:00,1,112.6,366,1,1,1,111,Regular,1
2011-12-04 12:18:00,5,1747.66,5,5,4,4,544,Champions,0
2011-02-07 13:15:00,1,155.05,304,1,1,1,111,Regular,1
2011-11-11 08:33:00,3,1499.01,28,4,3,4,434,Loyal Customers,0
2011-06-09 09:54:00,3,814.5,183,1,3,3,133,Loyal Customers,1
2011-10-28 14:27:00,3,539.0,41,3,3,3,333,Loyal Customers,0
2011-10-31 10:38:00,4,1366.8600000000001,39,3,4,4,344,Loyal Customers,0
2011-09-08 13:48:00,2,1579.12,91,2,2,4,224,At Risk,0
2011-11-17 14:19:00,4,4027.36,21,4,4,5,445,Loyal Customers,0
2011-11-16 08:38:00,2,571.6700000000001,23,4,2,3,423,At Risk,0
2011-11-10 17:49:00,2,382.98,28,4,2,2,422,At Risk,0
2011-02-11 10:38:00,3,1140.35,301,1,3,4,134,Loyal Customers,1
2011-07-18 09:49:00,2,385.64,144,2,2,2,222,At Risk,1
2011-12-04 12:13:00,2,632.0,5,5,2,3,523,At Risk,0
2011-11-21 10:22:00,2,957.66,18,4,2,4,424,At Risk,0
2011-11-07 12:41:00,5,1698.94,32,4,4,4,444,Loyal Customers,0
2011-06-16 13:48:00,1,189.5,175,2,1,1,211,At Risk,1
2011-10-13 12:38:00,3,409.8,57,3,3,2,332,Loyal Customers,0
2011-11-17 16:02:00,1,209.49,21,4,1,1,411,At Risk,0
2011-11-23 15:41:00,6,2198.45,15,4,5,5,455,Loyal Customers,0
2011-11-20 15:36:00,1,52.199999999999996,18,4,1,1,411,At Risk,0
2011-07-03 13:27:00,1,383.85,158,2,1,2,212,At Risk,1
2011-11-14 15:37:00,4,834.57,24,4,4,3,443,Loyal Customers,0
2011-05-12 12:10:00,2,266.59000000000003,211,1,2,2,122,Regular,1
2011-12-04 11:00:00,4,674.82,5,5,4,3,543,Regular,0
2011-04-01 12:10:00,1,85.0,252,1,1,1,111,Regular,1
2011-10-12 10:51:00,9,3385.62,58,3,5,5,355,Loyal Customers,0
2011-11-28 13:21:00,1,361.62,10,5,1,2,512,At Risk,0
2011-10-06 08:25:00,1,312.98,64,3,1,2,312,At Risk,0
2011-11-15 12:07:00,3,865.0600000000001,24,4,3,3,433,Loyal Customers,0
2011-09-08 12:58:00,3,1255.0,91,2,3,4,234,Loyal Customers,0
2011-10-19 10:59:00,2,1537.95,51,3,2,4,324,At Risk,0
2011-08-02 14:04:00,1,1595.48,128,2,1,4,214,At Risk,0
2011-09-05 12:36:00,3,2651.46,95,2,3,5,235,Loyal Customers,0
2011-10-13 14:18:00,1,1090.14,56,3,1,4,314,At Risk,0
2011-12-01 09:06:00,25,8109.5199999999995,8,5,5,5,555,Champions,3
2011-06-24 10:03:00,3,388.5,168,2,3,2,232,Loyal Customers,1
2011-10-13 16:17:00,1,216.17,56,3,1,1,311,At Risk,0
2011-01-17 16:14:00,1,201.16,325,1,1,1,111,Regular,1
2011-12-08 12:57:00,5,1245.9,0,5,4,4,544,Champions,0
2011-11-21 16:24:00,8,2209.36,17,4,5,5,455,Loyal Customers,0
2011-04-06 10:20:00,1,305.78,247,1,1,2,112,Regular,1
2011-10-12 13:31:00,4,501.56,57,3,4,3,343,Loyal Customers,0
2011-09-26 14:54:00,1,145.67000000000002,73,2,1,1,211,At Risk,0
2011-11-08 15:48:00,3,1005.09,30,4,3,4,434,Loyal Customers,0
2011-12-02 16:32:00,2,3192.54,6,5,2,5,525,At Risk,0
2011-08-08 13:53:00,4,3083.65,122,2,4,5,245,Loyal Customers,0
2011-12-07 13:23:00,8,2770.94,1,5,5,5,555,Champions,0
2011-11-17 10:49:00,13,6403.25,22,4,5,5,455,Loyal Customers,0
2011-08-12 10:08:00,3,389.6,119,2,3,2,232,Loyal Customers,0
2010-12-16 18:20:00,1,540.45,357,1,1,3,113,Regular,1
2011-10-17 09:36:00,5,1786.79,53,3,4,4,344,Loyal Customers,0
2011-10-07 10:22:00,1,122.7,63,3,1,1,311,At Risk,0
2011-09-14 15:49:00,1,117.24,85,2,1,1,211,At Risk,0
2011-10-16 12:19:00,1,1271.57,54,3,1,4,314,At Risk,0
2011-11-18 13:44:00,13,3219.77,20,4,5,5,455,Loyal Customers,0
2011-12-06 12:50:00,20,17159.52,3,5,5,5,555,Champions,3
2011-12-07 11:16:00,5,1191.13,2,5,4,4,544,Champions,0
2011-11-29 10:45:00,5,2674.48,10,5,4,5,545,Champions,0
2011-12-02 16:30:00,5,787.6,6,5,4,3,543,Regular,0
2011-06-03 15:07:00,2,506.8,188,1,2,3,123,Regular,1
2011-09-29 13:17:00,1,243.56,70,3,1,1,311,At Risk,0
2011-05-19 17:22:00,1,349.55,203,1,1,2,112,Regular,1
2011-08-12 10:13:00,2,595.67,119,2,2,3,223,At Risk,0
2011-09-08 09:13:00,1,416.90000000000003,92,2,1,2,212,At Risk,0
2011-12-08 15:36:00,10,1883.8100000000002,0,5,5,4,554,Champions,0
2011-11-13 11:50:00,4,632.97,26,4,4,3,443,Loyal Customers,0
2011-02-15 11:30:00,1,821.1,297,1,1,3,113,Regular,1
2011-11-16 09:44:00,3,564.62,23,4,3,3,433,Loyal Customers,0
2011-11-11 16:57:00,4,2593.07,27,4,4,5,445,Loyal Customers,0
2011-10-20 14:30:00,1,311.16,49,3,1,2,312,At Risk,0
2011-01-18 10:28:00,1,155.93,325,1,1,1,111,Regular,1
2011-11-23 13:40:00,2,388.52,15,4,2,2,422,At Risk,0
2011-06-09 19:26:00,3,740.95,182,1,3,3,133,Loyal Customers,1
2011-09-28 14:48:00,5,2867.2,71,3,4,5,345,Loyal Customers,0
2011-11-02 13:41:00,2,332.64,36,3,2,2,322,At Risk,0
2011-09-21 11:49:00,4,2369.55,79,2,4,5,245,Loyal Customers,0
2011-10-13 15:43:00,9,2580.91,56,3,5,5,355,Loyal Customers,0
2011-11-28 10:35:00,2,626.45,11,5,2,3,523,At Risk,0
2011-10-21 09:56:00,2,272.04,49,3,2,2,322,At Risk,0
2011-10-21 12:25:00,2,1212.8400000000001,49,3,2,4,324,At Risk,0
2011-10-11 14:24:00,2,384.81,58,3,2,2,322,At Risk,0
2010-12-23 10:38:00,1,172.25,351,1,1,1,111,Regular,1
2011-10-17 12:33:00,1,351.13,53,3,1,2,312,At Risk,0
2011-12-08 09:39:00,6,1838.8500000000001,1,5,5,4,554,Champions,0
2011-09-08 12:47:00,4,678.25,92,2,4,3,243,Loyal Customers,0
2011-11-16 13:16:00,1,223.85000000000002,22,4,1,1,411,At Risk,0
2011-09-26 12:00:00,1,348.99,74,2,1,2,212,At Risk,0
2011-11-29 10:33:00,4,464.57,10,5,4,2,542,Regular,0
2011-06-23 15:26:00,2,842.65,168,2,2,3,223,At Risk,1
2011-10-13 09:45:00,2,337.34,57,3,2,2,322,At Risk,0
2011-09-05 10:12:00,2,1237.53,95,2,2,4,224,At Risk,0
2011-02-18 12:02:00,1,307.4,294,1,1,2,112,Regular,1
2011-08-22 14:03:00,2,608.7900000000001,108,2,2,3,223,At Risk,0
2011-03-21 08:39:00,1,922.1,263,1,1,3,113,Regular,1
2011-06-13 08:47:00,1,376.58,179,1,1,2,112,Regular,1
2011-06-23 16:35:00,1,158.85,168,2,1,1,211,At Risk,1
2011-11-04 14:37:00,1,71.66,34,3,1,1,311,At Risk,0
2011-11-16 13:33:00,3,568.55,22,4,3,3,433,Loyal Customers,0
2011-11-22 15:15:00,4,839.14,16,4,4,3,443,Loyal Customers,0
2011-11-18 09:43:00,5,5112.96,21,4,4,5,445,Loyal Customers,0
2011-09-21 13:33:00,3,561.5699999999999,78,2,3,3,233,Loyal Customers,0
2011-10-05 14:42:00,1,90.6,64,3,1,1,311,At Risk,0
2010-12-14 10:18:00,1,102.0,360,1,1,1,111,Regular,1
2011-12-07 09:35:00,6,2427.32,2,5,5,5,555,Champions,0
2011-11-28 14:44:00,4,745.06,10,5,4,3,543,Regular,0
2011-06-16 16:43:00,3,674.45,175,2,3,3,233,Loyal Customers,1
2011-05-06 09:00:00,2,3251.071,217,1,2,5,125,Regular,1
2011-12-02 16:04:00,7,3515.68,6,5,5,5,555,Champions,0
2011-12-08 12:50:00,2,439.92,1,5,3,2,532,Regular,0
2011-07-08 17:19:00,2,322.96,153,2,3,2,232,Loyal Customers,1
2011-12-04 13:20:00,5,1019.27,4,5,4,4,544,Champions,0
2011-09-21 15:06:00,3,594.04,78,2,3,3,233,Loyal Customers,0
2011-11-18 15:27:00,2,230.22,20,4,3,1,431,Loyal Customers,0
2011-11-18 08:47:00,2,169.55,21,4,3,1,431,Loyal Customers,0
2011-02-04 14:43:00,4,664.54,307,1,4,3,143,Loyal Customers,1
2011-07-17 12:02:00,1,80.7,145,2,1,1,211,At Risk,1
2011-12-02 15:11:00,18,9024.17,6,5,5,5,555,Champions,3
2011-11-21 12:06:00,8,2758.26,18,4,5,5,455,Loyal Customers,0
2011-09-30 11:54:00,2,190.25,70,3,3,1,331,Loyal Customers,0
2011-02-25 15:21:00,1,264.7,286,1,1,2,112,Regular,1
2011-10-21 14:41:00,1,413.59000000000003,48,3,1,2,312,At Risk,0
2011-11-08 13:19:00,6,2461.2400000000002,30,4,5,5,455,Loyal Customers,0
2011-05-17 09:13:00,1,357.98,206,1,1,2,112,Regular,1
2011-11-25 11:36:00,2,196.79000000000002,14,4,3,1,431,Loyal Customers,0
2011-09-27 13:32:00,1,869.87,72,2,1,3,213,At Risk,0
2011-10-10 13:34:00,1,200.14,59,3,1,1,311,At Risk,0
2011-10-31 16:24:00,4,1871.81,38,3,4,4,344,Loyal Customers,0
2011-11-10 11:06:00,12,2603.43,29,4,5,5,455,Loyal Customers,0
2011-11-13 12:38:00,5,920.51,26,4,4,3,443,Loyal Customers,0
2011-12-05 17:06:00,15,7060.13,3,5,5,5,555,Champions,3
2011-11-22 15:00:00,1,320.46,16,4,1,2,412,At Risk,0
2011-11-20 10:15:00,6,4147.96,19,4,5,5,455,Loyal Customers,0
2011-10-05 09:47:00,2,1266.08,65,3,3,4,334,Loyal Customers,0
2011-05-10 15:19:00,1,311.3,212,1,1,2,112,Regular,1
2011-11-27 16:18:00,6,852.88,11,5,5,3,553,Regular,0
2011-11-09 15:23:00,1,76.8,29,4,1,1,411,At Risk,0
2011-10-28 09:06:00,9,3466.36,42,3,5,5,355,Loyal Customers,0
2011-12-06 11:05:00,6,2274.14,3,5,5,5,555,Champions,0
2011-11-24 14:22:00,5,1393.69,14,4,4,4,444,Loyal Customers,0
2011-11-29 13:40:00,12,3901.81,9,5,5,5,555,Champions,0
2011-05-12 16:50:00,1,635.66,210,1,1,3,113,Regular,1
2011-10-25 10:31:00,3,2043.0800000000002,45,3,3,4,334,Loyal Customers,0
2011-07-28 15:55:00,2,529.73,133,2,3,3,233,Loyal Customers,0
2011-10-27 14:40:00,7,4582.64,42,3,5,5,355,Loyal Customers,0
2011-11-30 12:41:00,5,2874.72,9,5,4,5,545,Champions,0
2011-08-16 09:39:00,3,962.19,115,2,3,4,234,Loyal Customers,0
2011-05-25 15:47:00,2,695.61,197,1,3,3,133,Loyal Customers,1
2011-03-07 12:26:00,1,328.8,277,1,1,2,112,Regular,1
2011-08-21 15:01:00,3,473.02,109,2,3,2,232,Loyal Customers,0
2011-09-23 13:18:00,1,505.18,76,2,1,3,213,At Risk,0
2011-10-18 10:02:00,1,917.34,52,3,1,3,313,At Risk,0
2011-07-01 11:29:00,4,4341.21,161,2,4,5,245,Loyal Customers,1
2011-10-24 10:13:00,3,1421.61,46,3,3,4,334,Loyal Customers,0
2011-11-23 09:22:00,2,642.8,16,4,3,3,433,Loyal Customers,0
2011-07-07 15:46:00,3,631.9,154,2,3,3,233,Loyal Customers,1
2011-04-28 14:39:00,1,440.0,224,1,1,2,112,Regular,1
2011-12-02 13:58:00,2,584.07,6,5,3,3,533,Regular,0
2011-08-10 11:30:00,2,327.7,121,2,3,2,232,Loyal Customers,0
2011-10-10 09:01:00,1,104.82,60,3,1,1,311,At Risk,0
2011-10-07 14:46:00,2,467.66,62,3,3,2,332,Loyal Customers,0
2011-11-21 16:48:00,8,2358.84,17,4,5,5,455,Loyal Customers,0
2011-12-02 17:13:00,19,17286.86,6,5,5,5,555,Champions,3
2011-12-07 15:23:00,11,2975.59,1,5,5,5,555,Champions,0
2011-11-17 14:02:00,3,648.89,21,4,3,3,433,Loyal Customers,0
2011-11-11 10:03:00,5,1428.02,28,4,4,4,444,Loyal Customers,0
2011-02-28 09:26:00,1,626.65,284,1,1,3,113,Regular,1
2011-06-16 13:57:00,2,147.20000000000002,175,2,3,1,231,Loyal Customers,1
2011-09-22 13:37:00,3,1560.38,77,2,3,4,234,Loyal Customers,0
2011-11-06 13:48:00,1,152.2,32,4,1,1,411,At Risk,0
2011-10-30 12:42:00,12,3560.32,40,3,5,5,355,Loyal Customers,0
2011-03-18 13:25:00,1,141.41,265,1,1,1,111,Regular,1
2011-11-13 12:05:00,4,646.42,26,4,4,3,443,Loyal Customers,0
2011-08-22 15:27:00,4,1659.75,108,2,4,4,244,Loyal Customers,0
2011-02-28 14:48:00,1,154.99,283,1,1,1,111,Regular,1
2011-12-01 11:43:00,5,1308.6100000000001,8,5,4,4,544,Champions,0
2011-02-07 14:53:00,1,409.93,304,1,1,2,112,Regular,1
2011-11-23 12:20:00,4,5578.72,16,4,4,5,445,Loyal Customers,0
2011-11-08 10:00:00,2,746.36,31,4,3,3,433,Loyal Customers,0
2011-12-09 10:20:00,23,15610.390000000001,0,5,5,5,555,Champions,3
2011-11-20 12:30:00,1,225.36,19,4,1,1,411,At Risk,0
2011-08-07 14:27:00,2,260.25,123,2,3,2,232,Loyal Customers,0
2011-10-05 15:49:00,1,92.46,64,3,1,1,311,At Risk,0
2011-08-25 15:04:00,1,725.6400000000001,105,2,1,3,213,At Risk,0
2011-12-08 13:36:00,23,8152.71,0,5,5,5,555,Champions,3
2011-11-16 10:32:00,17,6211.66,23,4,5,5,455,Loyal Customers,3
2011-03-18 10:06:00,1,183.6,266,1,1,1,111,Regular,1
2011-12-05 12:29:00,19,6140.42,4,5,5,5,555,Champions,3
2011-11-30 10:04:00,12,10464.85,9,5,5,5,555,Champions,3
2011-11-10 13:14:00,5,1334.34,28,4,4,4,444,Loyal Customers,0
2011-03-18 12:21:00,1,152.55,266,1,1,1,111,Regular,1
2011-10-07 10:21:00,2,374.7,63,3,3,2,332,Loyal Customers,0
2011-01-23 16:02:00,1,265.85,319,1,1,2,112,Regular,1
2011-12-06 12:27:00,8,1437.57,3,5,5,4,554,Champions,0
2011-11-07 15:49:00,1,151.04,31,4,1,1,411,At Risk,0
2011-12-05 08:38:00,3,942.26,4,5,3,4,534,Regular,0
2011-08-02 15:19:00,1,118.67,128,2,1,1,211,At Risk,0
2011-10-30 12:35:00,5,499.41999999999996,40,3,4,3,343,Loyal Customers,0
2011-08-30 12:16:00,6,1049.37,101,2,5,4,254,Loyal Customers,0
2011-08-07 12:10:00,1,375.1,124,2,1,2,212,At Risk,0
2011-11-07 11:09:00,1,45.599999999999994,32,4,1,1,411,At Risk,0
2011-02-10 16:17:00,2,921.62,301,1,3,3,133,Loyal Customers,1
2010-12-10 11:02:00,1,182.25,364,1,1,1,111,Regular,1
2011-12-05 13:14:00,9,1002.9,3,5,5,4,554,Champions,0
2011-12-07 13:46:00,18,4421.29,1,5,5,5,555,Champions,3
2011-12-07 12:41:00,1,191.47,2,5,1,1,511,At Risk,0
2011-11-29 16:16:00,13,50491.81,9,5,5,5,555,Champions,3
2011-10-14 10:38:00,1,158.75,56,3,1,1,311,At Risk,0
2011-01-19 10:51:00,1,76.32000000000001,324,1,1,1,111,Regular,1
2011-12-02 12:13:00,14,4076.91,7,5,5,5,555,Champions,0
2011-11-27 16:27:00,1,433.86,11,5,1,2,512,At Risk,0
2011-12-05 17:17:00,17,65164.79,3,5,5,5,555,Champions,3
2011-11-03 10:13:00,1,147.35,36,3,1,1,311,At Risk,0
2011-11-23 13:53:00,11,3104.17,15,4,5,5,455,Loyal Customers,0
2011-07-25 11:01:00,1,191.95000000000002,137,2,1,1,211,At Risk,0
2011-09-27 12:28:00,6,5976.79,73,2,5,5,255,Loyal Customers,0
2011-12-04 15:38:00,5,1105.8799999999999,4,5,4,4,544,Champions,0
2011-07-08 12:50:00,2,216.20999999999998,154,2,3,1,231,Loyal Customers,1
2011-04-14 17:58:00,1,1266.23,238,1,1,4,114,Regular,1
2011-10-19 12:12:00,7,2703.23,51,3,5,5,355,Loyal Customers,0
2011-11-09 10:41:00,2,597.91,30,4,3,3,433,Loyal Customers,0
2011-09-28 10:18:00,1,144.2,72,2,1,1,211,At Risk,0
2011-12-06 12:26:00,12,5683.15,3,5,5,5,555,Champions,0
2011-11-25 13:44:00,4,692.85,13,4,4,3,443,Loyal Customers,0
2011-11-17 12:30:00,7,2915.15,22,4,5,5,455,Loyal Customers,0
2011-12-06 12:18:00,4,1840.42,3,5,4,4,544,Champions,0
2011-03-11 09:42:00,2,386.53,273,1,3,2,132,Loyal Customers,1
2011-11-20 10:29:00,5,1382.74,19,4,4,4,444,Loyal Customers,0
2011-07-19 09:49:00,1,90.0,143,2,1,1,211,At Risk,1
2011-12-06 12:19:00,4,2780.15,3,5,4,5,545,Champions,0
2011-09-16 13:32:00,1,419.58000000000004,83,2,1,2,212,At Risk,0
2011-11-29 12:47:00,3,2720.63,10,5,3,5,535,Regular,0
2011-12-02 11:45:00,3,706.1300000000001,7,5,3,3,533,Regular,0
2011-08-09 10:49:00,3,709.71,122,2,3,3,233,Loyal Customers,0
2011-10-10 12:00:00,2,637.5,60,3,3,3,333,Loyal Customers,0
2011-12-08 11:02:00,5,1123.8600000000001,1,5,4,4,544,Champions,0
2011-01-24 16:05:00,1,480.91,318,1,1,2,112,Regular,1
2011-12-07 13:35:00,11,3586.0299999999997,1,5,5,5,555,Champions,0
2011-08-02 11:34:00,3,605.64,129,2,3,3,233,Loyal Customers,0
2011-12-08 11:38:00,15,4690.31,1,5,5,5,555,Champions,3
2011-12-08 12:44:00,2,965.8800000000001,1,5,3,4,534,Regular,0
2011-10-24 13:34:00,1,415.82,45,3,1,2,312,At Risk,0
2011-12-06 09:05:00,2,935.05,3,5,3,4,534,Regular,0
2011-12-07 09:53:00,4,915.13,2,5,4,3,543,Regular,0
2010-12-01 16:33:00,1,311.81,372,1,1,2,112,Regular,1
2011-07-29 09:48:00,1,115.8,133,2,1,1,211,At Risk,0
2011-10-24 12:10:00,4,3742.2,46,3,4,5,345,Loyal Customers,0
2011-12-01 10:18:00,5,4191.0,8,5,4,5,545,Champions,0
2011-09-22 18:10:00,2,483.4,77,2,3,2,232,Loyal Customers,0
2011-04-20 12:02:00,1,157.2,233,1,1,1,111,Regular,1
2011-05-03 09:44:00,1,446.62,220,1,1,2,112,Regular,1
2011-11-04 10:05:00,2,658.64,35,3,3,3,333,Loyal Customers,0
2011-09-25 12:54:00,2,621.29,74,2,3,3,233,Loyal Customers,0
2011-04-14 16:26:00,2,1345.62,238,1,3,4,134,Loyal Customers,1
2011-03-18 14:13:00,1,118.75,265,1,1,1,111,Regular,1
2011-11-30 10:54:00,55,117210.08,9,5,5,5,555,Champions,2
2011-11-20 11:32:00,2,424.89000000000004,19,4,3,2,432,Loyal Customers,0
2011-10-30 15:08:00,1,507.66,39,3,1,3,313,At Risk,0
2011-11-20 12:36:00,11,4630.35,19,4,5,5,455,Loyal Customers,0
2011-05-08 11:41:00,3,1097.6200000000001,215,1,3,4,134,Loyal Customers,1
2011-06-19 11:36:00,2,289.36,173,2,3,2,232,Loyal Customers,1
2011-09-13 15:18:00,4,2445.91,86,2,4,5,245,Loyal Customers,0
2011-09-30 12:24:00,2,1631.77,70,3,3,4,334,Loyal Customers,0
2011-03-09 12:39:00,1,120.44,275,1,1,1,111,Regular,1
2011-10-31 14:29:00,4,562.59,38,3,4,3,343,Loyal Customers,0
2011-09-02 16:43:00,1,363.79,97,2,1,2,212,At Risk,0
2011-11-29 11:54:00,4,450.84,10,5,4,2,542,Regular,0
